gene_id,gene_name,cat_no,uniprot,compound_name,target_class,primary_target,primary_action
ENSG00000100433,KCNK10,6886,P57789,ML 67-33,Ion Channels,Two-P Potassium Channels,Activator
ENSG00000152315,KCNK13,NA,NA,NA,NA,NA,NA
ENSG00000198668,CALM1,0369,P0DP23,W-7 hydrochloride,Cell biology,Calcium Binding Protein,Antagonist
ENSG00000100784,RPS6KA5,4630,O75582,SB 747651A dihydrochloride,Enzymes,Other Kinases,Inhibitor
ENSG00000119714,GPR68,5722,Q15743,Ogerin,7-TM Receptors,Orphan 7-TM Receptors,Modulator
ENSG00000165934,CPSF2,NA,NA,NA,NA,NA,NA
ENSG00000140093,SERPINA10,NA,NA,NA,NA,NA,NA
ENSG00000170099,SERPINA6,NA,NA,NA,NA,NA,NA
ENSG00000258597,SERPINA2,NA,NA,NA,NA,NA,NA
ENSG00000197249,SERPINA1,NA,NA,NA,NA,NA,NA
ENSG00000186910,SERPINA11,NA,NA,NA,NA,NA,NA
ENSG00000170054,SERPINA9,NA,NA,NA,NA,NA,NA
ENSG00000165953,SERPINA12,NA,NA,NA,NA,NA,NA
ENSG00000100665,SERPINA4,NA,NA,NA,NA,NA,NA
ENSG00000188488,SERPINA5,NA,NA,NA,NA,NA,NA
ENSG00000196136,SERPINA3,NA,NA,NA,NA,NA,NA
ENSG00000165959,CLMN,NA,NA,NA,NA,NA,NA
ENSG00000176438,SYNE3,NA,NA,NA,NA,NA,NA
ENSG00000168398,BDKRB2,NA,NA,NA,NA,NA,NA
ENSG00000100739,BDKRB1,NA,NA,NA,NA,NA,NA
ENSG00000100749,VRK1,NA,NA,NA,NA,NA,NA
ENSG00000080824,HSP90AA1,4608,P07900,BIIB 021,Cell biology,Hsp90,Inhibitor
ENSG00000080823,MOK,NA,NA,NA,NA,NA,NA
ENSG00000198752,CDC42BPB,NA,NA,NA,NA,NA,NA
ENSG00000156414,TDRD9,NA,NA,NA,NA,NA,NA
ENSG00000066735,KIF26A,NA,NA,NA,NA,NA,NA
ENSG00000142208,AKT1,2151,P31749,API-2,Enzymes,Akt (Protein Kinase B),Inhibitor
ENSG00000142208,AKT1,2558,P31749,10-DEBC hydrochloride,Enzymes,Akt (Protein Kinase B),Inhibitor
ENSG00000142208,AKT1,4144,P31749,GSK 690693,Enzymes,Akt (Protein Kinase B),Inhibitor
ENSG00000142208,AKT1,6978,P31749,AZD 5363,Enzymes,Akt (Protein Kinase B),Inhibitor
ENSG00000183828,NUDT14,NA,NA,NA,NA,NA,NA
ENSG00000114062,UBE3A,NA,NA,NA,NA,NA,NA
ENSG00000166206,GABRB3,1262,P28472,SR 95531 hydrobromide,Ion Channels,GABAA Receptors,Antagonist
ENSG00000166206,GABRB3,1328,P28472,Flumazenil,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000166206,GABRB3,3083,P28472,DMCM hydrochloride,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000186297,GABRA5,0554,P31644,FG 7142,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000186297,GABRA5,0807,P31644,THIP hydrochloride,Ion Channels,GABAA Receptors,Agonist
ENSG00000186297,GABRA5,1327,P31644,"L-655,708",Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000186297,GABRA5,1328,P31644,Flumazenil,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000186297,GABRA5,3083,P31644,DMCM hydrochloride,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000182256,GABRG3,0554,Q99928,FG 7142,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000182256,GABRG3,1328,Q99928,Flumazenil,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000104044,OCA2,NA,NA,NA,NA,NA,NA
ENSG00000128731,HERC2,5433,O95714,Heclin,Enzymes,Ubiquitin E3 Ligases,Inhibitor
ENSG00000166664,CHRFAM7A,NA,NA,NA,NA,NA,NA
ENSG00000134160,TRPM1,NA,NA,NA,NA,NA,NA
ENSG00000175344,CHRNA7,0223,P36544,Kynurenic acid,Ion Channels,Non-selective Ionotropic Glutamate,Antagonist
ENSG00000175344,CHRNA7,2303,P36544,PNU 282987,Ion Channels,Nicotinic (a7) Receptors,Agonist
ENSG00000175344,CHRNA7,2498,P36544,PNU 120596,Ion Channels,Nicotinic (a7) Receptors,Modulator
ENSG00000175344,CHRNA7,2995,P36544,NS 1738,Ion Channels,Nicotinic (a7) Receptors,Modulator
ENSG00000175344,CHRNA7,3092,P36544,PHA 543613 hydrochloride,Ion Channels,Nicotinic (a7) Receptors,Agonist
ENSG00000175344,CHRNA7,3134,P36544,PHA 568487,Ion Channels,Nicotinic (a7) Receptors,Agonist
ENSG00000175344,CHRNA7,3837,P36544,CCMI,Ion Channels,Nicotinic (a7) Receptors,Modulator
ENSG00000175344,CHRNA7,4141,P36544,LY 2087101,Ion Channels,Nicotinic (a7) Receptors,Modulator
ENSG00000175344,CHRNA7,6764,P36544,B 973B,Ion Channels,Nicotinic (a7) Receptors,Modulator
ENSG00000184984,CHRM5,3569,P08912,Xanomeline oxalate,7-TM Receptors,M1 Receptors,Agonist
ENSG00000184984,CHRM5,3634,P08912,VU 0238429,7-TM Receptors,M5 Receptors,Modulator
ENSG00000184984,CHRM5,4349,P08912,Olanzapine,7-TM Receptors,5-HT2A Receptors,Antagonist
ENSG00000159248,GJD2,6819,Q9UKL4,Mefloquine hydrochloride,Cell biology,Gap Channels,Blocker
ENSG00000159251,ACTC1,NA,NA,NA,NA,NA,NA
ENSG00000172575,RASGRP1,NA,NA,NA,NA,NA,NA
ENSG00000128829,EIF2AK4,NA,NA,NA,NA,NA,NA
ENSG00000137843,PAK6,4144,Q9NQU5,GSK 690693,Enzymes,Akt (Protein Kinase B),Inhibitor
ENSG00000128928,IVD,NA,NA,NA,NA,NA,NA
ENSG00000104140,RHOV,NA,NA,NA,NA,NA,NA
ENSG00000128908,INO80,NA,NA,NA,NA,NA,NA
ENSG00000062524,LTK,NA,NA,NA,NA,NA,NA
ENSG00000092445,TYRO3,NA,NA,NA,NA,NA,NA
ENSG00000137802,MAPKBP1,NA,NA,NA,NA,NA,NA
ENSG00000137877,SPTBN5,NA,NA,NA,NA,NA,NA
ENSG00000128881,TTBK2,NA,NA,NA,NA,NA,NA
ENSG00000166947,EPB42,NA,NA,NA,NA,NA,NA
ENSG00000104055,TGM5,NA,NA,NA,NA,NA,NA
ENSG00000159495,TGM7,NA,NA,NA,NA,NA,NA
ENSG00000168803,ADAL,NA,NA,NA,NA,NA,NA
ENSG00000166762,CATSPER2,NA,NA,NA,NA,NA,NA
ENSG00000167004,PDIA3,NA,NA,NA,NA,NA,NA
ENSG00000140279,DUOX2,NA,NA,NA,NA,NA,NA
ENSG00000137857,DUOX1,NA,NA,NA,NA,NA,NA
ENSG00000171763,SPATA5L1,NA,NA,NA,NA,NA,NA
ENSG00000140285,FGF7,NA,NA,NA,NA,NA,NA
ENSG00000138592,USP8,NA,NA,NA,NA,NA,NA
ENSG00000170236,USP50,NA,NA,NA,NA,NA,NA
ENSG00000092439,TRPM7,NA,NA,NA,NA,NA,NA
ENSG00000137869,CYP19A1,3388,P11511,Anastrozole,Enzymes,Cytochrome P450,Inhibitor
ENSG00000137869,CYP19A1,4382,P11511,Letrozole,Enzymes,Cytochrome P450,Inhibitor
ENSG00000069956,MAPK6,NA,NA,NA,NA,NA,NA
ENSG00000069974,RAB27A,6089,P51159,Nexinhib20,Enzymes,Other Small Monomeric GTPases,Inhibitor
ENSG00000166450,PRTG,NA,NA,NA,NA,NA,NA
ENSG00000069869,NEDD4,5433,P46934,Heclin,Enzymes,Ubiquitin E3 Ligases,Inhibitor
ENSG00000140262,TCF12,NA,NA,NA,NA,NA,NA
ENSG00000128918,ALDH1A2,NA,NA,NA,NA,NA,NA
ENSG00000103569,AQP9,NA,NA,NA,NA,NA,NA
ENSG00000137845,ADAM10,NA,NA,NA,NA,NA,NA
ENSG00000157456,CCNB2,1332,O95067,Roscovitine,Enzymes,Cyclin-dependent Kinase,Inhibitor
ENSG00000157456,CCNB2,1580,O95067,Purvalanol A,Enzymes,Cyclin-dependent Kinase,Inhibitor
ENSG00000157456,CCNB2,3094,O95067,Flavopiridol hydrochloride,Enzymes,Cyclin-dependent Kinase,Inhibitor
ENSG00000171989,LDHAL6B,NA,NA,NA,NA,NA,NA
ENSG00000069667,RORA,4874,P35398,SR 1078,Nuclear Receptors,Retinoic Acid-related Orphan Receptors,Agonist
ENSG00000166128,RAB8B,NA,NA,NA,NA,NA,NA
ENSG00000138613,APH1B,2634,Q8WW43,DAPT,Cell biology,Neural Stem Cells,Other
ENSG00000138613,APH1B,2870,Q8WW43,BMS 299897,Enzymes,Gamma-Secretase,Inhibitor
ENSG00000138613,APH1B,4489,Q8WW43,DBZ,Enzymes,Gamma-Secretase,Inhibitor
ENSG00000138613,APH1B,6363,Q8WW43,Avagacestat,Enzymes,Gamma-Secretase,Inhibitor
ENSG00000138613,APH1B,6559,Q8WW43,LY 450139,Enzymes,Gamma-Secretase,Inhibitor
ENSG00000074410,CA12,0894,O43570,(RS)-(+/-)-Sulpiride,7-TM Receptors,Non-selective Dopamine,Antagonist
ENSG00000074410,CA12,3620,O43570,Topiramate,Ion Channels,Kainate Receptors,Antagonist
ENSG00000074410,CA12,4540,O43570,U 104,Enzymes,Carbonic anhydrases,Inhibitor
ENSG00000074410,CA12,5577,O43570,S4,Enzymes,Carbonic anhydrases,Inhibitor
ENSG00000074410,CA12,6742,O43570,Acetazolamide,Enzymes,Carbonic anhydrases,Inhibitor
ENSG00000140455,USP3,NA,NA,NA,NA,NA,NA
ENSG00000035664,DAPK2,NA,NA,NA,NA,NA,NA
ENSG00000169118,CSNK1G1,2902,Q9HCP0,D 4476,Enzymes,Casein Kinase 1,Inhibitor
ENSG00000169118,CSNK1G1,5329,Q9HCP0,CKI 7 dihydrochloride,Enzymes,Casein Kinase 1,Inhibitor
ENSG00000103710,RASL12,NA,NA,NA,NA,NA,NA
ENSG00000234438,KBTBD13,NA,NA,NA,NA,NA,NA
ENSG00000174498,IGDCC3,NA,NA,NA,NA,NA,NA
ENSG00000103742,IGDCC4,NA,NA,NA,NA,NA,NA
ENSG00000074603,DPP8,NA,NA,NA,NA,NA,NA
ENSG00000103769,RAB11A,NA,NA,NA,NA,NA,NA
ENSG00000169032,MAP2K1,1213,Q02750,PD 98059,Enzymes,MEK,Inhibitor
ENSG00000169032,MAP2K1,1777,Q02750,Arctigenin,Enzymes,MEK,Inhibitor
ENSG00000137834,SMAD6,NA,NA,NA,NA,NA,NA
ENSG00000166949,SMAD3,5291,P84022,SIS3,Enzyme-Linked Receptors,TGF-beta Receptors,Other
ENSG00000137764,MAP2K5,4842,Q13163,BIX 02189,Enzymes,MEK,Inhibitor
ENSG00000188779,SKOR1,NA,NA,NA,NA,NA,NA
ENSG00000129007,CALML4,NA,NA,NA,NA,NA,NA
ENSG00000137809,ITGA11,NA,NA,NA,NA,NA,NA
ENSG00000255346,NOX5,6654,Q96PH1,VAS 2870,Enzymes,"NADPH Oxidase",Inhibitor
ENSG00000137819,PAQR5,NA,NA,NA,NA,NA,NA
ENSG00000137807,KIF23,NA,NA,NA,NA,NA,NA
ENSG00000278570,NR2E3,NA,NA,NA,NA,NA,NA
ENSG00000260729,AC009690.1,NA,NA,NA,NA,NA,NA
ENSG00000213614,HEXA,NA,NA,NA,NA,NA,NA
ENSG00000067141,NEO1,NA,NA,NA,NA,NA,NA
ENSG00000138622,HCN4,NA,NA,NA,NA,NA,NA
ENSG00000129038,LOXL1,NA,NA,NA,NA,NA,NA
ENSG00000067221,STOML1,NA,NA,NA,NA,NA,NA
ENSG00000140459,CYP11A1,NA,NA,NA,NA,NA,NA
ENSG00000179335,CLK3,4336,P49761,TG 003,Enzymes,Cdc2-like kinases,Inhibitor
ENSG00000140465,CYP1A1,1418,P04798,Resveratrol,Enzymes,Cyclooxygenase,Inhibitor
ENSG00000140505,CYP1A2,NA,NA,NA,NA,NA,NA
ENSG00000103653,CSK,1407,P41240,PP 2,Enzymes,Src Kinases,Inhibitor
ENSG00000166426,CRABP1,NA,NA,NA,NA,NA,NA
ENSG00000169684,CHRNA5,NA,NA,NA,NA,NA,NA
ENSG00000080644,CHRNA3,6576,P32297,ABT 594 hydrochloride,Ion Channels,Nicotinic (a4b2) Receptors,Agonist
ENSG00000117971,CHRNB4,NA,NA,NA,NA,NA,NA
ENSG00000103811,CTSH,NA,NA,NA,NA,NA,NA
ENSG00000058335,RASGRF1,NA,NA,NA,NA,NA,NA
ENSG00000140379,BCL2A1,NA,NA,NA,NA,NA,NA
ENSG00000073417,PDE8A,6024,O60658,PF 04671536 hydrochloride,Enzymes,Phosphodiesterases,Inhibitor
ENSG00000140538,NTRK3,4559,Q16288,GNF 5837,Enzyme-Linked Receptors,Trk Receptors,Inhibitor
ENSG00000140538,NTRK3,6037,Q16288,LM22B 10,Enzyme-Linked Receptors,Trk Receptors,Agonist
ENSG00000140538,NTRK3,6115,Q16288,PF 06273340,Enzyme-Linked Receptors,Trk Receptors,Inhibitor
ENSG00000140545,MFGE8,NA,NA,NA,NA,NA,NA
ENSG00000166813,KIF7,NA,NA,NA,NA,NA,NA
ENSG00000166825,ANPEP,3595,P15144,CHR 2797,Enzymes,Aminopeptidases,Inhibitor
ENSG00000140577,CRTC3,NA,NA,NA,NA,NA,NA
ENSG00000140564,FURIN,NA,NA,NA,NA,NA,NA
ENSG00000182511,FES,NA,NA,NA,NA,NA,NA
ENSG00000185518,SV2B,NA,NA,NA,NA,NA,NA
ENSG00000279765,AC013394.1,NA,NA,NA,NA,NA,NA
ENSG00000173575,CHD2,NA,NA,NA,NA,NA,NA
ENSG00000185551,NR2F2,NA,NA,NA,NA,NA,NA
ENSG00000140443,IGF1R,2768,P08069,PQ 401,Enzyme-Linked Receptors,Insulin and insulin-like Receptors,Inhibitor
ENSG00000140443,IGF1R,4774,P08069,BMS 536924,Enzyme-Linked Receptors,Insulin and insulin-like Receptors,Inhibitor
ENSG00000140443,IGF1R,5111,P08069,GSK 1838705,Enzyme-Linked Receptors,Insulin and insulin-like Receptors,Inhibitor
ENSG00000068305,MEF2A,NA,NA,NA,NA,NA,NA
ENSG00000184254,ALDH1A3,NA,NA,NA,NA,NA,NA
ENSG00000140479,PCSK6,NA,NA,NA,NA,NA,NA
ENSG00000076344,RGS11,NA,NA,NA,NA,NA,NA
ENSG00000185615,PDIA2,NA,NA,NA,NA,NA,NA
ENSG00000103126,AXIN1,NA,NA,NA,NA,NA,NA
ENSG00000197562,RAB40C,NA,NA,NA,NA,NA,NA
ENSG00000140983,RHOT2,NA,NA,NA,NA,NA,NA
ENSG00000162009,SSTR5,1980,P35346,"L-817,818",7-TM Receptors,Somatostatin Receptors,Agonist
ENSG00000196557,CACNA1H,2198,O95180,Mibefradil dihydrochloride,Ion Channels,Cav3.x Channels,Blocker
ENSG00000196557,CACNA1H,6367,O95180,Z 944,Ion Channels,Cav3.x Channels,Blocker
ENSG00000196557,CACNA1H,6770,O95180,ABT 639,Ion Channels,Cav3.x Channels,Blocker
ENSG00000099769,IGFALS,NA,NA,NA,NA,NA,NA
ENSG00000008710,PKD1,NA,NA,NA,NA,NA,NA
ENSG00000167964,RAB26,NA,NA,NA,NA,NA,NA
ENSG00000167972,ABCA3,NA,NA,NA,NA,NA,NA
ENSG00000162063,CCNF,NA,NA,NA,NA,NA,NA
ENSG00000140992,PDPK1,4143,O15530,GSK 2334470,Enzymes,Phosphoinositide-dependent Kinase 1,Inhibitor
ENSG00000140992,PDPK1,5682,O15530,OSU 03012,Enzymes,Phosphoinositide-dependent Kinase 1,Inhibitor
ENSG00000127564,PKMYT1,NA,NA,NA,NA,NA,NA
ENSG00000162073,PAQR4,NA,NA,NA,NA,NA,NA
ENSG00000008516,MMP25,NA,NA,NA,NA,NA,NA
ENSG00000167984,NLRC3,NA,NA,NA,NA,NA,NA
ENSG00000126602,TRAP1,NA,NA,NA,NA,NA,NA
ENSG00000005339,CREBBP,4891,Q92793,I-CBP 112,Cell biology,Bromodomains,Inhibitor
ENSG00000005339,CREBBP,6251,Q92793,L Moses dihydrochloride,Cell biology,Bromodomains,Inhibitor
ENSG00000005339,CREBBP,6387,Q92793,A 485,Enzymes,Histone Acetyltransferases,Inhibitor
ENSG00000162104,ADCY9,NA,NA,NA,NA,NA,NA
ENSG00000126603,GLIS2,NA,NA,NA,NA,NA,NA
ENSG00000168140,VASN,NA,NA,NA,NA,NA,NA
ENSG00000103415,HMOX2,NA,NA,NA,NA,NA,NA
ENSG00000183044,ABAT,2815,P80404,"Valproic acid, sodium salt",Enzymes,Non-selective HDACs,Inhibitor
ENSG00000187555,USP7,4485,Q93009,P 22077,Enzymes,Deubiquitinating Enzymes,Inhibitor
ENSG00000183454,GRIN2A,1594,Q12879,Ro 25-6981 maleate,Ion Channels,NMDA Receptors,Antagonist
ENSG00000183454,GRIN2A,6369,Q12879,GNE 9278,Ion Channels,NMDA Receptors,Modulator
ENSG00000179583,CIITA,NA,NA,NA,NA,NA,NA
ENSG00000153066,TXNDC11,NA,NA,NA,NA,NA,NA
ENSG00000186260,MRTFB,5277,Q9ULH7,CCG 203971,Cell biology,Other Transcription Factors,Other
ENSG00000103222,ABCC1,3722,P33527,Reversan,Transporters,Multidrug Transporters,Inhibitor
ENSG00000103222,ABCC1,4107,P33527,Probenecid,Transporters,Multidrug Transporters,Inhibitor
ENSG00000091262,ABCC6,NA,NA,NA,NA,NA,NA
ENSG00000157106,SMG1,NA,NA,NA,NA,NA,NA
ENSG00000180269,GPR139,4255,Q6DWJ6,TC-O 9311,7-TM Receptors,Orphan 7-TM Receptors,Agonist
ENSG00000180269,GPR139,5355,Q6DWJ6,TC-G 1008,7-TM Receptors,Orphan 7-TM Receptors,Agonist
ENSG00000180269,GPR139,5666,Q6DWJ6,JNJ 63533054,7-TM Receptors,Orphan 7-TM Receptors,Agonist
ENSG00000169340,PDILT,NA,NA,NA,NA,NA,NA
ENSG00000103404,USP31,NA,NA,NA,NA,NA,NA
ENSG00000166828,SCNN1G,3380,P51170,Benzamil,Transporters,Na+/Ca2+ Exchanger,Inhibitor
ENSG00000168447,SCNN1B,3380,P51168,Benzamil,Transporters,Na+/Ca2+ Exchanger,Inhibitor
ENSG00000166851,PLK1,2977,P53350,GW 843682X,Enzymes,Polo-like Kinase,Inhibitor
ENSG00000134398,ERN2,NA,NA,NA,NA,NA,NA
ENSG00000166501,PRKCB,2442,P05771,CGP 53353,Enzymes,Protein Kinase C,Inhibitor
ENSG00000006116,CACNG3,NA,NA,NA,NA,NA,NA
ENSG00000103375,AQP8,NA,NA,NA,NA,NA,NA
ENSG00000196296,ATP2A1,1114,O14983,CGP 37157,Transporters,Na+/Ca2+ Exchanger,Inhibitor
ENSG00000196296,ATP2A1,2006,O14983,Paxilline,Enzymes,Ca2+-ATPase,Blocker
ENSG00000261740,BOLA2-SMG1P6,NA,NA,NA,NA,NA,NA
ENSG00000079616,KIF22,NA,NA,NA,NA,NA,NA
ENSG00000174938,SEZ6L2,NA,NA,NA,NA,NA,NA
ENSG00000149930,TAOK2,6558,Q9UL54,CP 43,Enzymes,Other Kinases,Inhibitor
ENSG00000149923,PPP4C,NA,NA,NA,NA,NA,NA
ENSG00000102882,MAPK3,1213,P27361,PD 98059,Enzymes,MEK,Inhibitor
ENSG00000102882,MAPK3,3706,P27361,FR 180204,Enzymes,ERK,Inhibitor
ENSG00000005844,ITGAL,4776,P20701,BIRT 377,Enzyme-Linked Receptors,Integrins,Modulator
ENSG00000005844,ITGAL,4970,P20701,BMS 688521,Enzyme-Linked Receptors,Integrins,Inhibitor
ENSG00000080603,SRCAP,NA,NA,NA,NA,NA,NA
ENSG00000282034,AC106886.6,NA,NA,NA,NA,NA,NA
ENSG00000156873,PHKG2,NA,NA,NA,NA,NA,NA
ENSG00000175938,ORAI3,3939,Q9BRQ5,YM 58483,Ion Channels,Other Calcium Channels,Inhibitor
ENSG00000099381,SETD1A,NA,NA,NA,NA,NA,NA
ENSG00000103507,BCKDK,NA,NA,NA,NA,NA,NA
ENSG00000103510,KAT8,NA,NA,NA,NA,NA,NA
ENSG00000089280,FUS,NA,NA,NA,NA,NA,NA
ENSG00000169896,ITGAM,NA,NA,NA,NA,NA,NA
ENSG00000140678,ITGAX,NA,NA,NA,NA,NA,NA
ENSG00000156886,ITGAD,NA,NA,NA,NA,NA,NA
ENSG00000140795,MYLK3,NA,NA,NA,NA,NA,NA
ENSG00000171208,NETO2,NA,NA,NA,NA,NA,NA
ENSG00000140798,ABCC12,NA,NA,NA,NA,NA,NA
ENSG00000121281,ADCY7,NA,NA,NA,NA,NA,NA
ENSG00000166164,BRD7,5496,Q9NPI1,LP 99,Cell biology,Bromodomains,Inhibitor
ENSG00000166164,BRD7,5497,Q9NPI1,ent-LP 99,Cell biology,Bromodomains,Control
ENSG00000166164,BRD7,5590,Q9NPI1,BI 9564,Cell biology,Bromodomains,Inhibitor
ENSG00000166164,BRD7,6000,Q9NPI1,TP 472,Cell biology,Bromodomains,Inhibitor
ENSG00000167207,NOD2,NA,NA,NA,NA,NA,NA
ENSG00000177200,CHD9,NA,NA,NA,NA,NA,NA
ENSG00000087245,MMP2,4775,P08253,SD 2590 hydrochloride,Enzymes,Matrix Metalloprotease,Inhibitor
ENSG00000103546,SLC6A2,1588,P23975,Indatraline hydrochloride,Transporters,5-HT Transporters,Inhibitor
ENSG00000103546,SLC6A2,1982,P23975,Reboxetine mesylate,Transporters,Adrenergic Transporters,Inhibitor
ENSG00000103546,SLC6A2,1992,P23975,Nomifensine,Transporters,Dopamine Transporters,Inhibitor
ENSG00000103546,SLC6A2,2175,P23975,Tetrabenazine,Transporters,Vesicular Monoamine Transporters,Inhibitor
ENSG00000103546,SLC6A2,2831,P23975,Bupropion hydrochloride,Transporters,Dopamine Transporters,Inhibitor
ENSG00000103546,SLC6A2,2917,P23975,Venlafaxine hydrochloride,Transporters,5-HT Transporters,Inhibitor
ENSG00000103546,SLC6A2,4798,P23975,(S)-Duloxetine hydrochloride,Transporters,5-HT Transporters,Inhibitor
ENSG00000198848,CES1,1965,P23141,Simvastatin,Enzymes,HMG-CoA Reductase,Inhibitor
ENSG00000159398,CES5A,NA,NA,NA,NA,NA,NA
ENSG00000140853,NLRC5,NA,NA,NA,NA,NA,NA
ENSG00000102962,CCL22,NA,NA,NA,NA,NA,NA
ENSG00000006210,CX3CL1,NA,NA,NA,NA,NA,NA
ENSG00000102970,CCL17,NA,NA,NA,NA,NA,NA
ENSG00000159618,ADGRG5,NA,NA,NA,NA,NA,NA
ENSG00000205336,ADGRG1,NA,NA,NA,NA,NA,NA
ENSG00000182885,ADGRG3,NA,NA,NA,NA,NA,NA
ENSG00000140859,KIFC3,NA,NA,NA,NA,NA,NA
ENSG00000070729,CNGB1,NA,NA,NA,NA,NA,NA
ENSG00000102996,MMP15,NA,NA,NA,NA,NA,NA
ENSG00000070770,CSNK2A2,2275,P19784,TBB,Enzymes,Casein Kinase 2,Inhibitor
ENSG00000166548,TK2,NA,NA,NA,NA,NA,NA
ENSG00000159593,"NAE1",NA,NA,NA,NA,NA,NA
ENSG00000168748,CA7,0894,P43166,(RS)-(+/-)-Sulpiride,7-TM Receptors,Non-selective Dopamine,Antagonist
ENSG00000172840,PDP2,NA,NA,NA,NA,NA,NA
ENSG00000166592,RRAD,NA,NA,NA,NA,NA,NA
ENSG00000172831,CES2,NA,NA,NA,NA,NA,NA
ENSG00000172828,CES3,NA,NA,NA,NA,NA,NA
ENSG00000172824,CES4A,NA,NA,NA,NA,NA,NA
ENSG00000135740,SLC9A5,3378,Q14940,EIPA,Ion Channels,TRPP,Blocker
ENSG00000176387,HSD11B2,3291,P80365,PF 915275,Enzymes,11b-Hydroxysteroid Dehydrogenase,Inhibitor
ENSG00000188038,NRN1L,NA,NA,NA,NA,NA,NA
ENSG00000159792,PSKH1,NA,NA,NA,NA,NA,NA
ENSG00000132600,PRMT7,NA,NA,NA,NA,NA,NA
ENSG00000181019,NQO1,NA,NA,NA,NA,NA,NA
ENSG00000198373,WWP2,NA,NA,NA,NA,NA,NA
ENSG00000277481,PKD1L3,NA,NA,NA,NA,NA,NA
ENSG00000102967,DHODH,5069,Q02127,Teriflunomide,Enzymes,Dihyroorotate Dehydrogenase,Inhibitor
ENSG00000102967,DHODH,6196,Q02127,Brequinar sodium,Enzymes,Dihyroorotate Dehydrogenase,Inhibitor
ENSG00000140829,DHX38,NA,NA,NA,NA,NA,NA
ENSG00000168404,MLKL,NA,NA,NA,NA,NA,NA
ENSG00000152910,CNTNAP4,NA,NA,NA,NA,NA,NA
ENSG00000287694,AC106741.1,NA,NA,NA,NA,NA,NA
ENSG00000186153,WWOX,NA,NA,NA,NA,NA,NA
ENSG00000166473,PKD1L2,NA,NA,NA,NA,NA,NA
ENSG00000261609,GAN,NA,NA,NA,NA,NA,NA
ENSG00000086696,HSD17B2,NA,NA,NA,NA,NA,NA
ENSG00000140943,MBTPS1,3354,Q14703,PF 429242 dihydrochloride,Cell biology,SREBP,Inhibitor
ENSG00000103160,HSDL1,NA,NA,NA,NA,NA,NA
ENSG00000168418,KCNG4,NA,NA,NA,NA,NA,NA
ENSG00000064270,ATP2C2,NA,NA,NA,NA,NA,NA
ENSG00000135686,KLHL36,NA,NA,NA,NA,NA,NA
ENSG00000103194,USP10,5197,Q14694,Spautin 1,Enzymes,Deubiquitinating Enzymes,Inhibitor
ENSG00000174990,CA5A,3108,P35218,Bumetanide,Transporters,Na+/K+/Cl- Symporter,Inhibitor
ENSG00000174990,CA5A,3109,P35218,Furosemide,Transporters,Na+/K+/Cl- Symporter,Inhibitor
ENSG00000174990,CA5A,3620,P35218,Topiramate,Ion Channels,Kainate Receptors,Antagonist
ENSG00000174990,CA5A,6742,P35218,Acetazolamide,Enzymes,Carbonic anhydrases,Inhibitor
ENSG00000103335,PIEZO1,5586,Q92508,Yoda 1,Ion Channels,Piezo Channels,Activator
ENSG00000103335,PIEZO1,6568,Q92508,Dooku 1,Ion Channels,Piezo Channels,Modulator
ENSG00000103335,PIEZO1,6614,Q92508,Jedi2,Ion Channels,Piezo Channels,Activator
ENSG00000259803,SLC22A31,NA,NA,NA,NA,NA,NA
ENSG00000185324,CDK10,NA,NA,NA,NA,NA,NA
ENSG00000258839,MC1R,4053,Q01726,BMS 470539 dihydrochloride,7-TM Receptors,Melanocortin Receptors,Agonist
ENSG00000198211,AC092143.1,NA,NA,NA,NA,NA,NA
ENSG00000258947,TUBB3,NA,NA,NA,NA,NA,NA
ENSG00000132376,INPP5K,NA,NA,NA,NA,NA,NA
ENSG00000167716,WDR81,NA,NA,NA,NA,NA,NA
ENSG00000167711,SERPINF2,NA,NA,NA,NA,NA,NA
ENSG00000132386,SERPINF1,NA,NA,NA,NA,NA,NA
ENSG00000185924,RTN4RL1,NA,NA,NA,NA,NA,NA
ENSG00000007168,PAFAH1B1,NA,NA,NA,NA,NA,NA
ENSG00000167723,TRPV3,NA,NA,NA,NA,NA,NA
ENSG00000196689,TRPV1,1615,Q8NER1,SB 366791,Ion Channels,TRPV,Antagonist
ENSG00000196689,TRPV1,2316,Q8NER1,AMG 9810,Ion Channels,TRPV,Antagonist
ENSG00000196689,TRPV1,3361,Q8NER1,JNJ 17203212,Ion Channels,TRPV,Antagonist
ENSG00000196689,TRPV1,3875,Q8NER1,BCTC,Ion Channels,TRPV,Antagonist
ENSG00000196689,TRPV1,4319,Q8NER1,A 784168,Ion Channels,TRPV,Antagonist
ENSG00000196689,TRPV1,5781,Q8NER1,A 425619,Ion Channels,TRPV,Antagonist
ENSG00000196689,TRPV1,5995,Q8NER1,AMG 517,Ion Channels,TRPV,Antagonist
